construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path,vpi
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3.tif,train,139,3860,111x186x180,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3_img.tif,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3_masks.tif,27.769784172661872
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1.tif,train,466,45904,118x378x328,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1_masks.tif,98.50643776824035
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3.tif,val,304,119940,118x260x425,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3_masks.tif,394.5394736842105
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1.tif,train,391,43116,115x259x271,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1_masks.tif,110.27109974424552
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2.tif,val,240,42759,115x360x178,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2_masks.tif,178.1625
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2.tif,train,642,91865,122x432x378,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2_masks.tif,143.09190031152647
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3.tif,train,337,91516,122x327x330,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3_masks.tif,271.5608308605341
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS.tif,train,1023,108197,122x518x421,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS_masks.tif,105.7644183773216
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5.tif,train,203,101939,122x346x244,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5_masks.tif,502.1625615763547
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1.tif,train,996,298325,131x744x396,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1_masks.tif,299.5230923694779
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3.tif,train,238,42756,131x245x274,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3_masks.tif,179.64705882352942
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1.tif,train,251,67055,122x263x253,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1_masks.tif,267.1513944223108
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2.tif,train,224,76360,122x383x266,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2_masks.tif,340.89285714285717
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4.tif,val,294,50581,122x366x295,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4_masks.tif,172.04421768707482
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells.tif,train,55,10317,122x296x300,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells_masks.tif,187.5818181818182
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6.tif,train,573,196431,122x631x411,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6_masks.tif,342.81151832460733
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7.tif,train,1154,107895,122x380x348,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7_masks.tif,93.49653379549393
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1.tif,val,274,65222,134x248x282,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1_masks.tif,238.03649635036496
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2.tif,train,294,59949,134x310x409,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2_masks.tif,203.90816326530611
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3.tif,train,921,58554,134x327x335,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3_masks.tif,63.57654723127036
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4.tif,train,85,19691,134x239x196,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4_masks.tif,231.65882352941176
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell.tif,train,441,59682,134x396x328,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell_masks.tif,135.33333333333334
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6.tif,train,172,25688,134x290x197,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6_masks.tif,149.34883720930233
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7.tif,train,76,13025,134x190x231,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7_masks.tif,171.3815789473684
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1.tif,train,734,83894,132x324x312,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1_masks.tif,114.29700272479565
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2.tif,train,442,67357,132x265x245,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2_masks.tif,152.39140271493213
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float.tif,train,731,90497,132x443x393,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float_masks.tif,123.79890560875513
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1.tif,train,317,47944,52x210x319,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1_masks.tif,151.24290220820188
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2.tif,train,100,10691,52x237x374,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2_masks.tif,106.91
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3.tif,train,53,10222,52x169x179,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3_masks.tif,192.8679245283019
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4.tif,val,9,1806,52x148x137,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4_masks.tif,200.66666666666666
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1.tif,train,60,25892,52x347x284,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1_masks.tif,431.53333333333336
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2.tif,val,18,5856,52x207x193,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2_masks.tif,325.3333333333333
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3.tif,train,71,14572,52x251x251,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3_masks.tif,205.2394366197183
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1.tif,train,81,13250,58x146x164,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1_masks.tif,163.58024691358025
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2.tif,val,72,14428,58x208x209,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2_masks.tif,200.38888888888889
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3.tif,train,58,16075,58x210x190,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3_masks.tif,277.1551724137931
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1.tif,train,153,28765,58x252x187,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1_masks.tif,188.00653594771242
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2.tif,train,91,14443,58x260x361,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2_masks.tif,158.71428571428572
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3.tif,train,37,6643,58x154x159,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3_masks.tif,179.54054054054055
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4.tif,val,95,20288,58x204x232,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4_masks.tif,213.55789473684212
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1.tif,train,19,7717,50x256x201,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1_masks.tif,406.1578947368421
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2.tif,train,103,7131,50x180x213,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2_masks.tif,69.23300970873787
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3.tif,train,92,20043,50x223x192,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3_masks.tif,217.8586956521739
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4.tif,train,110,17593,50x207x146,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4_masks.tif,159.93636363636364
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5.tif,train,19,5314,50x255x367,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5_masks.tif,279.6842105263158
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1.tif,train,119,22459,52x453x249,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1_masks.tif,188.7310924369748
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2.tif,val,113,16423,52x240x237,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2_masks.tif,145.3362831858407
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3.tif,train,231,40205,52x232x404,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3_masks.tif,174.04761904761904
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4.tif,train,28,3861,52x154x170,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4_masks.tif,137.89285714285714
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5.tif,train,64,9558,52x123x184,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5_masks.tif,149.34375
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6.tif,train,20,9748,52x183x221,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6_masks.tif,487.4
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1.tif,train,176,26039,51x294x244,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1_masks.tif,147.94886363636363
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2.tif,train,10,4873,51x250x221,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2_masks.tif,487.3
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3.tif,train,98,27773,51x249x176,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3_masks.tif,283.3979591836735
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1.tif,train,70,14763,46x140x206,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1_img.tif,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1_masks.tif,210.9
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2.tif,val,263,41623,46x246x381,val/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2_img.tif,val/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2_masks.tif,158.26235741444867
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3.tif,train,360,36877,46x264x360,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3_img.tif,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3_masks.tif,102.43611111111112
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1.tif,train,164,7593,38x225x282,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1_masks.tif,46.298780487804876
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1.tif,val,129,27346,23x358x290,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1_masks.tif,211.984496124031
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2.tif,train,136,14024,22x146x141,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2_masks.tif,103.11764705882354
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3.tif,train,44,10564,38x180x199,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3_masks.tif,240.0909090909091
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4.tif,train,54,18745,38x211x190,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4_masks.tif,347.1296296296296
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1.tif,train,168,30801,55x288x286,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1_masks.tif,183.33928571428572
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2.tif,train,101,7479,55x384x206,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2_masks.tif,74.04950495049505
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3.tif,val,50,7346,55x256x216,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3_masks.tif,146.92
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1.tif,train,195,21445,51x226x319,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1_masks.tif,109.97435897435898
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2.tif,train,231,20581,51x234x152,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2_masks.tif,89.0952380952381
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3.tif,train,31,2492,51x191x186,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3_masks.tif,80.38709677419355
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4.tif,train,68,8787,51x135x124,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4_masks.tif,129.22058823529412
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5.tif,train,74,16824,51x403x182,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5_masks.tif,227.35135135135135
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6.tif,val,9,1129,51x74x97,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6_masks.tif,125.44444444444444
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1.tif,train,260,27964,52x328x202,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1_masks.tif,107.55384615384615
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1.tif,val,180,18114,52x262x284,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1_masks.tif,100.63333333333334
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2.tif,train,13,2650,52x105x78,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2_masks.tif,203.84615384615384
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1.tif,train,74,21775,75x250x212,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_1_masks.tif,294.2567567567568
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2.tif,train,46,23707,75x166x194,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_2_masks.tif,515.3695652173913
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3.tif,train,31,20654,75x160x136,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_1_3_masks.tif,666.258064516129
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1.tif,train,51,46464,90x234x172,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_1_masks.tif,911.0588235294117
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2.tif,train,30,6111,90x154x120,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_2_2_masks.tif,203.7
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1.tif,val,107,48788,65x286x240,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_1_masks.tif,455.9626168224299
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3.tif,train,21,7977,65x194x134,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample1_3_3_masks.tif,379.85714285714283
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1.tif,val,112,35882,78x186x154,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1_img.tif,val/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_1_masks.tif,320.375
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2.tif,train,31,28284,78x196x190,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_1_2_masks.tif,912.3870967741935
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1.tif,train,44,11476,114x146x140,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample2_3_1_masks.tif,260.8181818181818
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2.tif,train,11,8573,90x164x138,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_2_masks.tif,779.3636363636364
15ntwtPP,20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3.tif,train,24,16946,90x210x204,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3_img.tif,train/15ntwtPP__20240531_JwtPP_10nMHBC620_20_50_Sample3_1_3_masks.tif,706.0833333333334
