construct,filename,split,n_instances,n_voxels,shape,img_path,mask_path
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_4.tif,val,1208,38704,102x294x285,val/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_4_img.tif,val/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_4_masks.tif
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_5.tif,train,1305,55560,102x327x300,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_5_img.tif,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_2_5_masks.tif
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_1_2 cells.tif,train,1617,103061,111x360x330,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_1_2 cells_img.tif,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_1_2 cells_masks.tif
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_2.tif,train,14,8815,111x236x179,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_2_img.tif,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_2_masks.tif
10ntABr_5arm,20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3.tif,train,139,3860,111x186x180,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3_img.tif,train/10ntABr_5arm__20250502_10ntABr_NucDFHBI40uM_20-40_sample3_3_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1.tif,train,466,45904,118x378x328,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_2.tif,train,142,76960,118x252x336,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3.tif,val,304,119940,118x260x425,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_1_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1.tif,train,391,43116,115x259x271,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2.tif,val,240,42759,115x360x178,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample1_3_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_1_2 cells.tif,train,144,108567,122x276x477,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_1_2 cells_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_1_2 cells_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2.tif,train,642,91865,122x432x378,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3.tif,train,337,91516,122x327x330,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS.tif,train,1023,108197,122x518x421,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_4_3 CELLS_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5.tif,train,203,101939,122x346x244,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_1_5_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1.tif,train,996,298325,131x744x396,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_2.tif,val,147,81041,131x236x289,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_2_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3.tif,train,238,42756,131x245x274,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample2_2_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1.tif,train,251,67055,122x263x253,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2.tif,train,224,76360,122x383x266,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_3.tif,val,125,85290,122x486x266,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_3_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4.tif,val,294,50581,122x366x295,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_4_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells.tif,train,55,10317,122x296x300,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_5_3 cells_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6.tif,train,573,196431,122x631x411,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_6_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7.tif,train,1154,107895,122x380x348,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_1_7_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1.tif,val,274,65222,134x248x282,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1_img.tif,val/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2.tif,train,294,59949,134x310x409,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3.tif,train,921,58554,134x327x335,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_3_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4.tif,train,85,19691,134x239x196,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_4_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell.tif,train,441,59682,134x396x328,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_5_float cell_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6.tif,train,172,25688,134x290x197,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_6_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7.tif,train,76,13025,134x190x231,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_2_7_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1.tif,train,734,83894,132x324x312,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_1_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2.tif,train,442,67357,132x265x245,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_2_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float.tif,train,731,90497,132x443x393,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_3_3 cells float_masks.tif
10ntwtBr,20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_4.tif,train,872,41279,132x345x320,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_4_img.tif,train/10ntwtBr__20250523_10ntwtBr_40uMDFHBI_20-40_sample3_3_4_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1.tif,train,317,47944,52x210x319,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2.tif,train,100,10691,52x237x374,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3.tif,train,53,10222,52x169x179,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4.tif,val,9,1806,52x148x137,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_1_4_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1.tif,train,60,25892,52x347x284,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2.tif,val,18,5856,52x207x193,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3.tif,train,71,14572,52x251x251,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_2_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1.tif,train,81,13250,58x146x164,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2.tif,val,72,14428,58x208x209,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3.tif,train,58,16075,58x210x190,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_3_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1.tif,train,153,28765,58x252x187,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2.tif,train,91,14443,58x260x361,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3.tif,train,37,6643,58x154x159,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4.tif,val,95,20288,58x204x232,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample1_4_4_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1.tif,train,19,7717,50x256x201,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2.tif,train,103,7131,50x180x213,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3.tif,train,92,20043,50x223x192,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4.tif,train,110,17593,50x207x146,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_4_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5.tif,train,19,5314,50x255x367,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_2_5_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1.tif,train,119,22459,52x453x249,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2.tif,val,113,16423,52x240x237,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2_img.tif,val/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3.tif,train,231,40205,52x232x404,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_3_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4.tif,train,28,3861,52x154x170,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_4_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5.tif,train,64,9558,52x123x184,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_5_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6.tif,train,20,9748,52x183x221,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_3_6_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1.tif,train,176,26039,51x294x244,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_1_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2.tif,train,10,4873,51x250x221,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_2_masks.tif
15ntBPP,20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3.tif,train,98,27773,51x249x176,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3_img.tif,train/15ntBPP__20240516_15ntBPP_10uMHBC620_20-20_Sample2_4_3_masks.tif
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1.tif,train,70,14763,46x140x206,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1_img.tif,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_1_masks.tif
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2.tif,val,263,41623,46x246x381,val/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2_img.tif,val/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_2_masks.tif
15ntBPP,20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3.tif,train,360,36877,46x264x360,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3_img.tif,train/15ntBPP__20240712_HBC620Nuc_15ntBPP_20-50_Sample3_1_3_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1.tif,train,164,7593,38x225x282,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1.tif,val,129,27346,23x358x290,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2.tif,train,136,14024,22x146x141,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_2-2_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3.tif,train,44,10564,38x180x199,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_3_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4.tif,train,54,18745,38x211x190,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_1_4_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1.tif,train,168,30801,55x288x286,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2.tif,train,101,7479,55x384x206,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_2_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3.tif,val,50,7346,55x256x216,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_2_3_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1.tif,train,195,21445,51x226x319,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2.tif,train,231,20581,51x234x152,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_2_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3.tif,train,31,2492,51x191x186,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_3_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4.tif,train,68,8787,51x135x124,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_4_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5.tif,train,74,16824,51x403x182,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_5_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6.tif,val,9,1129,51x74x97,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_3_6_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1.tif,train,260,27964,52x328x202,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1.tif,val,180,18114,52x262x284,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1_img.tif,val/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-1_masks.tif
15ntCMango,20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2.tif,train,13,2650,52x105x78,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2_img.tif,train/15ntCMango__20240606_050715ntCMG_400nMTO1B_20-20-80_Sample1_4_2-2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_1.tif,train,165,4702,44x184x184,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_2.tif,val,109,1815,44x130x130,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_2_img.tif,val/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_1_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_2_1.tif,train,200,5521,44x190x322,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_2_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_2_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_1.tif,train,351,20547,31x306x260,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_1_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_2.tif,train,433,14045,44x268x204,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_2_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample1_3_2_masks.tif
15ntEMango,20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_1.tif,train,471,25395,63x400x332,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_1_img.tif,train/15ntEMango__20240606_EMango_fixed_400nMTO1B_20-20-50_Sample2_1_1_masks.tif
